Order ID,Order Date,Order Type,Tax Amount,Tip,Order Total,Payments Total,Tender,order_date,order_hour,order_dow,is_weekend,month,month_num,quarter,year,order_segment
14HAV3TR8NSA2,2025-01-10 19:18:00,Delivery,0.0,0.0,37.45,0.0,,2025-01-10,19,Friday,False,January,1,1,2025,High
3YEG6ZVS6BP98,2025-01-10 19:16:00,Pick Up,1.59,0.0,19.75,19.75,Debit Card,2025-01-10,19,Friday,False,January,1,1,2025,Mid
7F4AAKT0ZAK4P,2025-01-10 19:11:00,Delivery,1.79,0.0,22.25,22.25,Credit Card,2025-01-10,19,Friday,False,January,1,1,2025,Mid
4Q12EWYVAEZBM,2025-01-10 19:08:00,Pick Up,3.31,0.0,41.09,41.09,Debit Card,2025-01-10,19,Friday,False,January,1,1,2025,High
E6MWHMH31Z8XC,2025-01-10 19:06:00,Popmenu Pickup,3.4,0.0,42.28,42.28,Debit Card,2025-01-10,19,Friday,False,January,1,1,2025,High
G9R623A4DY8RE,2025-01-10 19:02:00,Popmenu Delivery,2.61,4.98,32.49,32.49,Debit Card,2025-01-10,19,Friday,False,January,1,1,2025,High
CS6R8S64DGAJ4,2025-01-10 18:59:00,Pick Up,3.88,0.0,48.19,48.19,Debit Card,2025-01-10,18,Friday,False,January,1,1,2025,Very High
GN9P4ED2YG3BP,2025-01-10 18:57:00,Pick Up,1.92,0.0,23.86,23.86,Debit Card,2025-01-10,18,Friday,False,January,1,1,2025,Mid
TNKYQJQA08EM0,2025-01-10 18:56:00,Pick Up,0.0,0.0,0.0,0.0,,2025-01-10,18,Friday,False,January,1,1,2025,Low
HM7W011ED4ZHG,2025-01-10 18:48:00,Delivery,0.0,0.0,23.22,0.0,,2025-01-10,18,Friday,False,January,1,1,2025,Mid
TAF7VNZNF4JMR,2025-01-10 18:47:00,Pick Up,1.93,0.0,23.93,23.93,Debit Card,2025-01-10,18,Friday,False,January,1,1,2025,Mid
MQN7EVDMXCBCT,2025-01-10 18:45:00,Pick Up,0.0,0.0,0.0,0.0,,2025-01-10,18,Friday,False,January,1,1,2025,Low
7K2RY52XD5DGM,2025-01-10 18:43:00,Pick Up,0.58,0.0,7.25,7.25,Cash,2025-01-10,18,Friday,False,January,1,1,2025,Low
W1M1WG2WGFK4M,2025-01-10 18:34:00,Pick Up,0.0,0.0,0.0,0.0,,2025-01-10,18,Friday,False,January,1,1,2025,Low
9MMXW9TDZAEW0,2025-01-10 19:48:00,Pick Up,0.29,0.0,3.59,3.59,Debit Card,2025-01-10,19,Friday,False,January,1,1,2025,Low
4R4WG5HBVK0B2,2025-01-10 18:26:00,Pick Up,2.62,0.0,32.59,32.59,Cash,2025-01-10,18,Friday,False,January,1,1,2025,High
0X61G9ERKWQHT,2025-01-10 20:11:00,Pick Up,0.29,0.0,3.59,3.59,Debit Card,2025-01-10,20,Friday,False,January,1,1,2025,Low
ER66E5XESRDWT,2025-01-10 18:22:00,Pick Up,2.4,0.0,29.8,29.8,Cash,2025-01-10,18,Friday,False,January,1,1,2025,Mid
R0KQV7MXQ4W6W,2025-01-10 18:18:00,Delivery,3.15,3.0,39.19,39.19,Credit Card,2025-01-10,18,Friday,False,January,1,1,2025,High
39SB9ZHZ7A0V6,2025-01-10 18:17:00,Pick Up,5.92,3.38,73.55,73.55,Debit Card,2025-01-10,18,Friday,False,January,1,1,2025,Very High
Y13AQJZ0HXQMR,2025-01-10 18:15:00,Delivery,2.26,0.0,28.04,28.04,Credit Card,2025-01-10,18,Friday,False,January,1,1,2025,Mid
9H6WH48EGXVXG,2025-01-10 18:12:00,Delivery,1.85,0.0,50.09,23.0,Credit Card,2025-01-10,18,Friday,False,January,1,1,2025,Very High
CHT31RMBFVV20,2025-01-10 18:09:00,Delivery,3.23,10.0,40.1,40.1,Credit Card,2025-01-10,18,Friday,False,January,1,1,2025,High
ENJ4ZC8SFSA3M,2025-01-10 18:04:00,Pick Up,0.74,0.0,9.15,9.15,Cash,2025-01-10,18,Friday,False,January,1,1,2025,Low
RK6E1XNJS1NJ4,2025-01-10 18:30:00,Pick Up,1.05,0.0,13.01,13.01,Cash,2025-01-10,18,Friday,False,January,1,1,2025,Low
X85VSGQD2XYQG,2025-01-10 18:02:00,Delivery,0.0,0.0,26.75,0.0,,2025-01-10,18,Friday,False,January,1,1,2025,Mid
3KYBEWCJMEY50,2025-01-10 18:01:00,Pick Up,2.62,0.0,32.59,32.59,Debit Card,2025-01-10,18,Friday,False,January,1,1,2025,High
CSHSJWD7D171G,2025-01-10 18:01:00,Pick Up,1.66,0.0,20.59,20.59,Debit Card,2025-01-10,18,Friday,False,January,1,1,2025,Mid
0REM1D8XP3YQ0,2025-01-10 17:59:00,Pick Up,0.97,0.0,12.1,12.1,Cash,2025-01-10,17,Friday,False,January,1,1,2025,Low
18KF2FEA88XCG,2025-01-10 17:58:00,Delivery,3.06,5.0,38.03,38.03,Credit Card,2025-01-10,17,Friday,False,January,1,1,2025,High
HC37CXMA1QF9C,2025-01-10 17:56:00,Pick Up,2.95,0.0,36.65,36.65,Cash,2025-01-10,17,Friday,False,January,1,1,2025,High
NEY87882N52W6,2025-01-10 18:03:00,Pick Up,0.08,0.0,1.0,1.0,Credit Card,2025-01-10,18,Friday,False,January,1,1,2025,Low
PYZDV07NMNCNT,2025-01-10 17:55:00,Pick Up,0.0,0.0,35.89,0.0,,2025-01-10,17,Friday,False,January,1,1,2025,High
D3G03RKB9YX3E,2025-01-10 17:54:00,Pick Up,0.86,0.0,10.69,10.69,Cash,2025-01-10,17,Friday,False,January,1,1,2025,Low
6P5JN8CXJC59C,2025-01-10 17:47:00,Delivery,5.38,0.0,66.85,66.85,Credit Card,2025-01-10,17,Friday,False,January,1,1,2025,Very High
1K9VFQNZ5Q6NY,2025-01-10 17:45:00,Pick Up,1.15,0.0,14.28,14.28,Cash,2025-01-10,17,Friday,False,January,1,1,2025,Low
HT7A1R0FY2MRT,2025-01-10 17:42:00,Pick Up,3.85,0.0,47.8,47.8,Cash,2025-01-10,17,Friday,False,January,1,1,2025,Very High
732KTZPSPE44M,2025-01-10 17:41:00,Pick Up,3.65,0.0,45.35,45.35,Debit Card,2025-01-10,17,Friday,False,January,1,1,2025,Very High
Q9KZADYPNWRXT,2025-01-10 17:38:00,Pick Up,2.46,0.0,30.52,30.52,Debit Card,2025-01-10,17,Friday,False,January,1,1,2025,High
Y7VG668HJ7BFP,2025-01-10 17:38:00,Pick Up,1.35,0.0,16.75,16.75,Cash,2025-01-10,17,Friday,False,January,1,1,2025,Mid
E46E545BY0N78,2025-01-10 17:37:00,Pick Up,1.74,1.0,21.68,21.68,Credit Card,2025-01-10,17,Friday,False,January,1,1,2025,Mid
2RTHVG6R7ZJDG,2025-01-10 17:36:00,Delivery,5.65,0.0,70.27,70.27,Credit Card,2025-01-10,17,Friday,False,January,1,1,2025,Very High
950CA1GCZH81T,2025-01-10 17:35:00,Delivery,3.66,4.47,45.53,45.53,Credit Card,2025-01-10,17,Friday,False,January,1,1,2025,Very High
SRPPVKVHV2QK6,2025-01-10 17:29:00,Pick Up,1.0,0.0,12.47,12.47,Credit Card,2025-01-10,17,Friday,False,January,1,1,2025,Low
TEC7NKQAEKMDE,2025-01-10 17:23:00,Pick Up,2.18,2.49,27.08,27.08,Credit Card,2025-01-10,17,Friday,False,January,1,1,2025,Mid
SZF8YGEMRYXJT,2025-01-10 17:21:00,Delivery,0.0,0.0,38.79,0.0,,2025-01-10,17,Friday,False,January,1,1,2025,High
NST615Z339KNE,2025-01-10 17:20:00,Pick Up,2.35,0.0,29.25,29.25,Debit Card,2025-01-10,17,Friday,False,January,1,1,2025,Mid
ENB1ZT9QFJC2R,2025-01-10 17:19:00,Pick Up,1.78,0.0,22.1,22.1,Debit Card,2025-01-10,17,Friday,False,January,1,1,2025,Mid
YX19QK0EMKHNA,2025-01-10 17:18:00,Delivery,0.0,0.0,42.3,0.0,,2025-01-10,17,Friday,False,January,1,1,2025,High
46GB4WVRGN9TY,2025-01-10 17:17:00,Pick Up,4.54,0.0,56.4,56.4,Debit Card,2025-01-10,17,Friday,False,January,1,1,2025,Very High
0ZW173AY9PA1R,2025-01-10 17:14:00,Delivery,0.0,0.0,36.94,0.0,,2025-01-10,17,Friday,False,January,1,1,2025,High
BANDSWDRDMMSM,2025-01-10 17:13:00,Delivery,0.0,0.0,40.03,0.0,,2025-01-10,17,Friday,False,January,1,1,2025,High
KZJ4AG7TREN6W,2025-01-10 17:12:00,Pick Up,1.63,0.0,20.25,20.25,Cash,2025-01-10,17,Friday,False,January,1,1,2025,Mid
B03KEBB4CFAKE,2025-01-10 17:10:00,Pick Up,2.04,0.0,25.39,25.39,Debit Card,2025-01-10,17,Friday,False,January,1,1,2025,Mid
MNZJRQ5BV5RFJ,2025-01-10 17:10:00,Pick Up,2.09,0.0,25.99,25.99,Cash,2025-01-10,17,Friday,False,January,1,1,2025,Mid
8SKXC6NQQ23YY,2025-01-10 17:42:00,Pick Up,0.0,0.0,0.0,0.0,,2025-01-10,17,Friday,False,January,1,1,2025,Low
8C18GFQZ87CPY,2025-01-10 17:10:00,Delivery,0.0,0.0,82.55,0.0,,2025-01-10,17,Friday,False,January,1,1,2025,Very High
07MZSH4S9E17A,2025-01-10 17:09:00,Pick Up,2.09,2.39,25.99,25.99,Debit Card,2025-01-10,17,Friday,False,January,1,1,2025,Mid
VPJEE2J7XSKBC,2025-01-10 17:09:00,Delivery,0.0,0.0,31.94,0.0,,2025-01-10,17,Friday,False,January,1,1,2025,High
VBKJJXMDRB8W2,2025-01-10 17:06:00,Pick Up,4.46,0.0,55.38,55.38,Debit Card,2025-01-10,17,Friday,False,January,1,1,2025,Very High
AA65YVKCZG7FY,2025-01-10 17:03:00,Delivery,2.01,5.0,24.95,24.95,Credit Card,2025-01-10,17,Friday,False,January,1,1,2025,Mid
FQVNB0HMD4M5A,2025-01-10 16:59:00,Pick Up,5.88,0.0,73.04,73.04,Cash,2025-01-10,16,Friday,False,January,1,1,2025,Very High
Q69BDAJJCEZF4,2025-01-10 16:57:00,Pick Up,2.61,1.49,32.4,32.4,Credit Card,2025-01-10,16,Friday,False,January,1,1,2025,High
FRM3CGTD3R1HJ,2025-01-10 16:47:00,Pick Up,1.25,0.0,15.5,15.5,Debit Card,2025-01-10,16,Friday,False,January,1,1,2025,Mid
VT1CAQ6825P4A,2025-01-10 16:36:00,Delivery,0.0,0.0,38.75,0.0,,2025-01-10,16,Friday,False,January,1,1,2025,High
JVSAD2PFZ7CWG,2025-01-10 16:26:00,Popmenu Delivery,4.1,0.0,50.97,50.97,Debit Card,2025-01-10,16,Friday,False,January,1,1,2025,Very High
DK3VGHJGB4TG0,2025-01-10 16:23:00,Pick Up,0.0,0.0,11.46,0.0,,2025-01-10,16,Friday,False,January,1,1,2025,Low
VM1N36EW9TMM8,2025-01-10 17:01:00,Pick Up,0.21,0.0,2.61,2.61,Debit Card,2025-01-10,17,Friday,False,January,1,1,2025,Low
EG7NFGWZ18N0C,2025-01-10 16:21:00,Delivery,3.66,0.0,45.54,45.54,Credit Card,2025-01-10,16,Friday,False,January,1,1,2025,Very High
ZX563JZSSYMZ0,2025-01-10 16:20:00,Pick Up,4.09,0.0,50.88,50.88,Debit Card,2025-01-10,16,Friday,False,January,1,1,2025,Very High
R9C4EHYT52C9E,2025-01-10 16:18:00,Pick Up,2.62,0.0,32.59,32.59,Debit Card,2025-01-10,16,Friday,False,January,1,1,2025,High
CWF6AYMJHCJBA,2025-01-10 16:16:00,Pick Up,0.84,0.0,10.45,10.45,Debit Card,2025-01-10,16,Friday,False,January,1,1,2025,Low
D3EWNFKRQJD9C,2025-01-10 16:15:00,Pick Up,1.48,0.84,18.34,18.34,Debit Card,2025-01-10,16,Friday,False,January,1,1,2025,Mid
PXJ6P4S8NG12P,2025-01-10 16:03:00,Delivery,2.7,0.0,33.6,33.6,Credit Card,2025-01-10,16,Friday,False,January,1,1,2025,High
SCXA2J74ABGK8,2025-01-10 15:56:00,Pick Up,2.09,0.0,25.99,25.99,Cash,2025-01-10,15,Friday,False,January,1,1,2025,Mid
0MH0YN7FM6T5T,2025-01-10 15:55:00,Popmenu Pickup,4.65,7.82,57.79,57.79,Debit Card,2025-01-10,15,Friday,False,January,1,1,2025,Very High
VZR1394PR0HHY,2025-01-10 15:55:00,Popmenu Pickup,4.51,5.0,56.0,56.0,Debit Card,2025-01-10,15,Friday,False,January,1,1,2025,Very High
0106NX7VFBT2A,2025-01-10 15:52:00,Delivery,4.74,7.0,58.89,58.89,Credit Card,2025-01-10,15,Friday,False,January,1,1,2025,Very High
CYV71GJWKC2TT,2025-01-10 15:46:00,Delivery,3.56,0.0,44.28,44.28,Credit Card,2025-01-10,15,Friday,False,January,1,1,2025,High
WJF66S3J5HPG6,2025-01-10 15:45:00,Popmenu Pickup,2.44,4.04,30.38,30.38,Credit Card,2025-01-10,15,Friday,False,January,1,1,2025,High
SPG38VW5DV2NG,2025-01-10 15:34:00,Pick Up,0.0,0.0,0.0,0.0,,2025-01-10,15,Friday,False,January,1,1,2025,Low
Z00RBGQYZSH1J,2025-01-10 15:31:00,Pick Up,0.0,0.0,0.0,0.0,,2025-01-10,15,Friday,False,January,1,1,2025,Low
KVS8CCKPGVT78,2025-01-10 15:30:00,Delivery,0.0,0.0,28.54,0.0,,2025-01-10,15,Friday,False,January,1,1,2025,Mid
JC8R6R4Y5DWWR,2025-01-10 15:22:00,Pick Up,3.81,4.36,47.38,47.38,Debit Card,2025-01-10,15,Friday,False,January,1,1,2025,Very High
KX6VDVHG8KDW8,2025-01-10 15:21:00,Pick Up,1.74,0.0,21.6,21.6,Cash,2025-01-10,15,Friday,False,January,1,1,2025,Mid
56AZ8ZPHNE170,2025-01-10 15:20:00,Pick Up,2.37,0.0,29.47,29.47,Debit Card,2025-01-10,15,Friday,False,January,1,1,2025,Mid
QPCKC770Q967C,2025-01-10 15:20:00,Pick Up,0.67,0.0,8.37,8.37,Debit Card,2025-01-10,15,Friday,False,January,1,1,2025,Low
XDV7PHG1QMH6T,2025-01-10 15:19:00,Pick Up,1.66,0.0,20.6,20.6,Cash,2025-01-10,15,Friday,False,January,1,1,2025,Mid
X941T59KZ2CYC,2025-01-10 15:16:00,Delivery,2.37,0.0,29.43,29.43,Credit Card,2025-01-10,15,Friday,False,January,1,1,2025,Mid
HNDQ28FCSVJAC,2025-01-10 15:14:00,Pick Up,0.67,0.0,8.37,8.37,Debit Card,2025-01-10,15,Friday,False,January,1,1,2025,Low
GEHRH5XXJSVDC,2025-01-10 15:13:00,Pick Up,1.73,0.0,21.49,21.49,Debit Card,2025-01-10,15,Friday,False,January,1,1,2025,Mid
DGP98YD02RB3E,2025-01-10 15:11:00,Delivery,3.06,0.0,38.03,38.03,Credit Card,2025-01-10,15,Friday,False,January,1,1,2025,High
T91Q5EZPF9K3P,2025-01-10 15:09:00,Pick Up,3.1,0.0,38.5,38.5,Debit Card,2025-01-10,15,Friday,False,January,1,1,2025,High
SFS312PG44NZ4,2025-01-10 15:06:00,Delivery,0.0,0.0,0.0,0.0,,2025-01-10,15,Friday,False,January,1,1,2025,Low
0QFDQ7V989ZNM,2025-01-10 14:54:00,Pick Up,0.0,0.0,0.0,0.0,,2025-01-10,14,Friday,False,January,1,1,2025,Low
FEDB657J6A2DW,2025-01-10 14:52:00,Delivery,3.42,0.0,42.46,42.46,Credit Card,2025-01-10,14,Friday,False,January,1,1,2025,High
1QNF2TJ6VDDMW,2025-01-10 14:51:00,Pick Up,2.62,0.0,32.59,32.59,Debit Card,2025-01-10,14,Friday,False,January,1,1,2025,High
37FK7B8CBMWDA,2025-01-10 14:42:00,Pick Up,3.31,3.79,41.19,41.19,Debit Card,2025-01-10,14,Friday,False,January,1,1,2025,High
VESEXBX0PP1JC,2025-01-10 14:34:00,Popmenu Pickup,2.13,0.0,26.51,26.51,Debit Card,2025-01-10,14,Friday,False,January,1,1,2025,Mid
0N43Y6G35KC1A,2025-01-10 14:26:00,Pick Up,2.09,0.0,25.99,25.99,Credit Card,2025-01-10,14,Friday,False,January,1,1,2025,Mid
98SR2E376JSQG,2025-01-10 14:08:00,Pick Up,2.33,0.0,28.96,28.96,Cash,2025-01-10,14,Friday,False,January,1,1,2025,Mid
70QMXPDESW7WP,2025-01-10 16:21:00,Pick Up,0.16,0.0,2.0,2.0,Debit Card,2025-01-10,16,Friday,False,January,1,1,2025,Low
RN6TKZP6X5ED8,2025-01-10 13:55:00,Pick Up,2.35,0.0,29.25,29.25,Cash,2025-01-10,13,Friday,False,January,1,1,2025,Mid
684PBZSJG722G,2025-01-10 13:43:00,Pick Up,2.61,1.49,32.4,32.4,Debit Card,2025-01-10,13,Friday,False,January,1,1,2025,High
K71QQC0EW4XWW,2025-01-10 13:42:00,Pick Up,1.79,0.0,22.29,22.29,Debit Card,2025-01-10,13,Friday,False,January,1,1,2025,Mid
1VV5CM37DKW8W,2025-01-10 13:42:00,Delivery,0.0,0.0,52.29,0.0,,2025-01-10,13,Friday,False,January,1,1,2025,Very High
BR12YAV7CTPB8,2025-01-10 13:37:00,Pick Up,0.0,0.0,0.0,0.0,,2025-01-10,13,Friday,False,January,1,1,2025,Low
HQAG0QCMCYJS0,2025-01-10 13:29:00,Popmenu Pickup,1.2,0.0,14.89,14.89,Debit Card,2025-01-10,13,Friday,False,January,1,1,2025,Low
5VMGJTDNY5HDC,2025-01-10 13:17:00,Delivery,0.0,0.0,0.0,0.0,,2025-01-10,13,Friday,False,January,1,1,2025,Low
ZM9PC9HY52R6G,2025-01-10 13:06:00,Delivery,0.0,0.0,20.85,0.0,,2025-01-10,13,Friday,False,January,1,1,2025,Mid
Y8KCFVY63JDST,2025-01-10 12:55:00,Pick Up,2.99,0.0,37.13,37.13,"Cash, Debit Card",2025-01-10,12,Friday,False,January,1,1,2025,High
GWBWR5GNSETEM,2025-01-10 12:52:00,Pick Up,0.8,0.91,9.92,9.92,Debit Card,2025-01-10,12,Friday,False,January,1,1,2025,Low
89XJ3EGFD0G9G,2025-01-10 12:50:00,Pick Up,0.84,0.0,10.42,10.42,Cash,2025-01-10,12,Friday,False,January,1,1,2025,Low
JQM97SPJVQ1M2,2025-01-10 12:43:00,Delivery,14.78,0.0,183.75,183.75,Credit Card,2025-01-10,12,Friday,False,January,1,1,2025,Very High
67YXM7CVHNP6J,2025-01-16 19:50:00,Pick Up,0.0,0.0,0.0,0.0,,2025-01-16,19,Thursday,False,January,1,1,2025,Low
35RRD94YTD8MG,2025-01-10 12:32:00,Pick Up,0.74,0.0,9.15,9.15,Debit Card,2025-01-10,12,Friday,False,January,1,1,2025,Low
MP0BF4DNYRT3R,2025-01-10 12:13:00,Pick Up,1.19,0.0,14.82,14.82,Debit Card,2025-01-10,12,Friday,False,January,1,1,2025,Low
7K90WANJ4XQD4,2025-01-10 12:11:00,Delivery,3.27,0.0,40.68,40.68,Credit Card,2025-01-10,12,Friday,False,January,1,1,2025,High
RRXQ2M4TP7EBY,2025-01-10 12:09:00,Pick Up,2.62,0.0,32.59,32.59,Credit Card,2025-01-10,12,Friday,False,January,1,1,2025,High
NJSN1MPZ30YRW,2025-01-10 12:08:00,Pick Up,0.0,0.0,0.0,0.0,,2025-01-10,12,Friday,False,January,1,1,2025,Low
Z65KEPEN5NTFT,2025-01-10 12:07:00,Pick Up,0.97,0.0,12.1,12.1,Cash,2025-01-10,12,Friday,False,January,1,1,2025,Low
HVD1V4G67XP16,2025-01-10 12:03:00,Pick Up,4.2,0.0,52.2,52.2,Credit Card,2025-01-10,12,Friday,False,January,1,1,2025,Very High
NC33NPTWYTB52,2025-01-10 12:01:00,Delivery,0.0,0.0,42.03,0.0,,2025-01-10,12,Friday,False,January,1,1,2025,High
HTYXCAHH36SMG,2025-01-10 11:28:00,Pick Up,0.86,0.0,10.69,10.69,Credit Card,2025-01-10,11,Friday,False,January,1,1,2025,Low
3E0E40ZA886AE,2025-01-10 11:16:00,Pick Up,1.35,0.77,16.75,16.75,Credit Card,2025-01-10,11,Friday,False,January,1,1,2025,Mid
GXMXAE12FTP0T,2025-01-10 11:13:00,Delivery,0.0,0.0,30.85,0.0,,2025-01-10,11,Friday,False,January,1,1,2025,High
EQPCG8DAHCXK4,2025-01-10 11:07:00,Popmenu Delivery,5.72,9.06,71.12,71.12,Debit Card,2025-01-10,11,Friday,False,January,1,1,2025,Very High
CC87TZNGH4656,2025-01-10 11:06:00,Pick Up,0.0,0.0,6.25,0.0,,2025-01-10,11,Friday,False,January,1,1,2025,Low
DHAEBD2ZAPG4R,2025-01-09 22:13:00,Pick Up,1.74,0.0,21.6,21.6,Cash,2025-01-09,22,Thursday,False,January,1,1,2025,Mid
HG2RK2Q7QT4YP,2025-01-09 22:11:00,Delivery,2.44,0.0,30.34,30.34,Credit Card,2025-01-09,22,Thursday,False,January,1,1,2025,High
A030DHSDQ64KM,2025-01-09 21:57:00,Delivery,0.0,0.0,23.83,0.0,,2025-01-09,21,Thursday,False,January,1,1,2025,Mid
936RA4P418C6A,2025-01-09 21:53:00,Delivery,0.0,0.0,59.49,0.0,,2025-01-09,21,Thursday,False,January,1,1,2025,Very High
JXA5GQ9A252CR,2025-01-10 14:05:00,Pick Up,0.0,0.0,0.5,0.0,,2025-01-10,14,Friday,False,January,1,1,2025,Low
4VJ4XNTS0MR54,2025-01-09 21:26:00,Pick Up,1.23,0.0,15.3,15.3,Debit Card,2025-01-09,21,Thursday,False,January,1,1,2025,Mid
N2YF4FCACE57R,2025-01-09 21:20:00,Delivery,0.0,0.0,38.03,0.0,,2025-01-09,21,Thursday,False,January,1,1,2025,High
Q4V32KCNTZNGC,2025-01-09 21:13:00,Delivery,0.0,0.0,28.75,0.0,,2025-01-09,21,Thursday,False,January,1,1,2025,Mid
KWXA8PEMHBQQ4,2025-01-09 20:54:00,Pick Up,0.5,0.0,6.25,6.25,Debit Card,2025-01-09,20,Thursday,False,January,1,1,2025,Low
D3BDXD4M1V9AG,2025-01-09 20:52:00,Pick Up,2.13,0.0,26.5,26.5,Credit Card,2025-01-09,20,Thursday,False,January,1,1,2025,Mid
DC7CNZRTFM9P8,2025-01-09 20:43:00,Pick Up,1.18,0.0,14.63,14.63,Debit Card,2025-01-09,20,Thursday,False,January,1,1,2025,Low
TB1NXCE96D5BP,2025-01-09 20:41:00,Pick Up,3.02,0.0,37.53,37.53,Debit Card,2025-01-09,20,Thursday,False,January,1,1,2025,High
087AY4N4SJG8Y,2025-01-09 20:40:00,Pick Up,1.11,0.0,13.8,13.8,Cash,2025-01-09,20,Thursday,False,January,1,1,2025,Low
GZ2DHNSVGWFEP,2025-01-09 20:38:00,Delivery,2.73,7.0,33.94,33.94,Credit Card,2025-01-09,20,Thursday,False,January,1,1,2025,High
95WRZ8W5BWTEM,2025-01-09 20:38:00,Pick Up,3.65,0.0,45.33,45.33,Cash,2025-01-09,20,Thursday,False,January,1,1,2025,Very High
N34N3V2E1T8HR,2025-01-09 20:26:00,Pick Up,0.8,0.0,9.9,9.9,Debit Card,2025-01-09,20,Thursday,False,January,1,1,2025,Low
B74AQYZE00J8E,2025-01-09 20:25:00,Pick Up,1.15,0.0,14.26,14.26,Debit Card,2025-01-09,20,Thursday,False,January,1,1,2025,Low
XS6X820JJ6W8C,2025-01-09 20:16:00,Pick Up,1.43,0.0,17.72,17.72,Debit Card,2025-01-09,20,Thursday,False,January,1,1,2025,Mid
TR86NA4ERBE9Y,2025-01-09 20:02:00,Pick Up,1.91,0.0,23.77,23.77,Debit Card,2025-01-09,20,Thursday,False,January,1,1,2025,Mid
QXFF04Y9CATTJ,2025-01-09 20:01:00,Pick Up,2.28,0.0,28.34,28.34,Cash,2025-01-09,20,Thursday,False,January,1,1,2025,Mid
BE6GEKHA97HCC,2025-01-09 19:59:00,Pick Up,1.59,0.0,19.79,19.79,Debit Card,2025-01-09,19,Thursday,False,January,1,1,2025,Mid
84KZ7RJGF19MA,2025-01-09 19:54:00,Pick Up,0.94,0.0,11.65,11.65,Cash,2025-01-09,19,Thursday,False,January,1,1,2025,Low
3072Z7BQ14YV2,2025-01-09 19:50:00,Pick Up,2.09,0.0,25.99,25.99,"Cash, Credit Card",2025-01-09,19,Thursday,False,January,1,1,2025,Mid
HB3GXKS602VW4,2025-01-09 19:35:00,Delivery,0.0,0.0,48.74,0.0,,2025-01-09,19,Thursday,False,January,1,1,2025,Very High
5E7QA977BEM60,2025-01-10 12:39:00,Pick Up,0.22,0.0,2.7,2.7,Credit Card,2025-01-10,12,Friday,False,January,1,1,2025,Low
6CWJ3P8986RS8,2025-01-09 19:26:00,Delivery,0.0,0.0,33.91,0.0,,2025-01-09,19,Thursday,False,January,1,1,2025,High
6N6PQV21GPQFC,2025-01-09 19:25:00,Pick Up,0.5,0.0,6.25,6.25,Debit Card,2025-01-09,19,Thursday,False,January,1,1,2025,Low
ZJJXAJ78CWF6C,2025-01-09 19:08:00,Delivery,0.0,0.0,45.54,0.0,,2025-01-09,19,Thursday,False,January,1,1,2025,Very High
Z71C5P2YJQEYE,2025-01-09 19:06:00,Pick Up,0.61,0.0,7.6,7.6,Cash,2025-01-09,19,Thursday,False,January,1,1,2025,Low
6WZEDXNQ4MSZE,2025-01-09 19:04:00,Delivery,2.01,0.0,24.95,24.95,Credit Card,2025-01-09,19,Thursday,False,January,1,1,2025,Mid
5DW5CV9MT050Y,2025-01-09 19:02:00,Delivery,0.0,0.0,38.57,0.0,,2025-01-09,19,Thursday,False,January,1,1,2025,High
REBQN282QX6BW,2025-01-09 18:55:00,Delivery,0.0,0.0,33.43,0.0,,2025-01-09,18,Thursday,False,January,1,1,2025,High
5WMP6V016E5M8,2025-01-09 18:52:00,Pick Up,2.77,0.0,34.44,34.44,Cash,2025-01-09,18,Thursday,False,January,1,1,2025,High
BD69AXK95VZH0,2025-01-09 18:47:00,Delivery,0.0,0.0,33.6,0.0,,2025-01-09,18,Thursday,False,January,1,1,2025,High
M71NZ2GC7XGQT,2025-01-09 18:45:00,Pick Up,0.84,0.0,10.45,10.45,Cash,2025-01-09,18,Thursday,False,January,1,1,2025,Low
0K6QYGM64BDHR,2025-01-09 21:19:00,Pick Up,0.0,0.0,0.0,0.0,,2025-01-09,21,Thursday,False,January,1,1,2025,Low
1ZETRS9EQHEGC,2025-01-09 18:40:00,Pick Up,3.48,0.0,43.3,43.3,Credit Card,2025-01-09,18,Thursday,False,January,1,1,2025,High
56YWSNMRXC5VJ,2025-01-09 18:36:00,Popmenu Pickup,1.27,0.0,15.74,15.74,Debit Card,2025-01-09,18,Thursday,False,January,1,1,2025,Mid
9X484WEPT64R2,2025-01-09 18:39:00,Pick Up,0.5,0.0,6.25,6.25,Debit Card,2025-01-09,18,Thursday,False,January,1,1,2025,Low
35VR9M8MM6698,2025-01-09 18:31:00,Pick Up,2.25,0.0,28.0,28.0,Cash,2025-01-09,18,Thursday,False,January,1,1,2025,Mid
4QN6NW9C1MRT2,2025-01-09 18:28:00,Pick Up,0.0,0.0,0.0,0.0,,2025-01-09,18,Thursday,False,January,1,1,2025,Low
EF2KBV29KYF18,2025-01-09 18:23:00,Pick Up,3.66,2.09,45.48,45.48,Credit Card,2025-01-09,18,Thursday,False,January,1,1,2025,Very High
VTX41KX1NWZDM,2025-01-09 18:12:00,Delivery,0.0,0.0,39.41,0.0,,2025-01-09,18,Thursday,False,January,1,1,2025,High
KVB4VXNK0FB6C,2025-01-09 18:06:00,Pick Up,3.85,0.0,47.8,47.8,Debit Card,2025-01-09,18,Thursday,False,January,1,1,2025,Very High
D27R370YDYWFE,2025-01-09 17:58:00,Pick Up,2.68,0.0,33.3,33.3,Debit Card,2025-01-09,17,Thursday,False,January,1,1,2025,High
